Immatriculation,Titre courant de l'œuvre,Légende,Département,Commune,Lieu-dit,Adresse,Sujet,Nom du fichier,Année de la photo,Catégorie,Mot-clé,Auteur doc. reproduit,url_photo_small,url_photo_medium
IVR11_20129500390NUC4A,,Détail d'un graffiti apposé sur l'un des murs intérieur du bâtiment à main gauche en entrant dans le parc. Parc de loisirs Mirapolis,95.0,Courdimanche,,,,IVR11_20129500390NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff95760000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff95760000000000000000_MEDIUM.jpg
IVR11_20129500393NUC4A,,"Vue depuis le niveau inférieur de l'escalier conduisant au kiosque et de l'espace de boutiques soutenu par des colonnes de béton peintes en trompe l'oeil pour imiter le marbre.Sur les murs des graffitis datant de la période d'abandon du parc, après 1992. Parc de loisirs Mirapolis",95.0,Courdimanche,,,,IVR11_20129500393NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff95790000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff95790000000000000000_MEDIUM.jpg
IVR11_20129500419NUC4A,,Vue d'ensemble de la façade nord depuis le cimetière. Eglise paroissiale Saint-Pierre,95.0,Puiseux-Pontoise,,xxEglise (rue de l'),,IVR11_20129500419NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff95930000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff95930000000000000000_MEDIUM.jpg
IVR11_20129500428NUC4A,,Vue de l'un des deux kiosque de béton marquant la présence du cimetière depuis la rue de Boissy. Cimetière,95.0,Puiseux-Pontoise,,Boissy (route de),,IVR11_20129500428NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff959c0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff959c0000000000000000_MEDIUM.jpg
IVR11_20129500473NUC4A,,"Vue d'ensemble de la nef, travée central depuis le chevet vers l'entrée de l'édifice. Eglise paroissiale Notre-Dame de la Nativité Saint-Leu",95.0,Jouy-le-Moutier,,Grande rue,,IVR11_20129500473NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff95c90000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff95c90000000000000000_MEDIUM.jpg
IVR11_20129500503NUC4A,,Vue d'ensemble des verrières de l'oratoire. Eglise paroissiale Saint Pie X,95.0,Éragny,,Jules Ferry (place) 1,,IVR11_20129500503NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff95e70000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff95e70000000000000000_MEDIUM.jpg
IVR11_20129500504NUC4A,,"Vierge à l'enfant. Autrefois placée dans une niche sur la façade extérieure, la statue a été rentrée dans l'édifice en 1969. Elle est protégée au titre des Monuments historiques. Eglise paroissiale Saint Pie X",95.0,Éragny,,Jules Ferry (place) 1,,IVR11_20129500504NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff95e80000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff95e80000000000000000_MEDIUM.jpg
IVR11_20129500724NUC4A,,Vue panoramique. Centre de loisirs dit base de Loisirs de Cergy-Pontoise,95.0,Neuville-sur-Oise,,Etangs (rue des,,IVR11_20129500724NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff96c40000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff96c40000000000000000_MEDIUM.jpg
IVR11_20129500742NUC4A,,Vue aérienne depuis Eragny vers Cergy Préfecture. Village,95.0,Éragny,,,,IVR11_20129500742NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff96d60000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff96d60000000000000000_MEDIUM.jpg
IVR11_20129500793NUC4A,,Vue de l'édifice en cours de destruction. Château,95.0,Menucourt,,,,IVR11_20129500793NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff97090000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff97090000000000000000_MEDIUM.jpg
IVR11_20129500806NUC4A,,"Vue aérienne du village avec, à gauche, le parc du château. Village",95.0,Menucourt,,,,IVR11_20129500806NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff97160000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4eff97160000000000000000_MEDIUM.jpg
IVR11_20129400049NUC4A,,,94.0,,,,,IVR11_20129400049NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f2872a10000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f2872a10000000000000000_MEDIUM.jpg
IVR11_20127800116NUC4A,,Halle Sulzer,78.0,Mantes-la-Ville,,,,IVR11_20127800116NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/501855d40000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/501855d40000000000000000_MEDIUM.jpg
IVR11_20127700650NUC4A,"Vernou-la-Celle-sur-Seine - Transformateur (poste électrique) 400 kV EDF puis RTE, appelé ""Poste du Chesnoy""","Rangée de pylones électriques à haute tension dans un champ. Transformateur (poste électrique) 400 kV EDF puis RTE, appelé ""Poste du Chesnoy",77.0,Vernou-la-Celle-sur-Seine,,rue de la Grande-Paroisse,,IVR11_20127700650NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5041366a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5041366a0000000000000000_MEDIUM.jpg
IVR11_20127700672NUC4A,Écuelles - Usine de préparation de produit minéral (séchage et broyage de calcaire) Piketty frères,Vue extérieure depuis le canal du Loing. Usine de préparation de produit minéral (séchage et broyage de calcaire) Piketty frères,77.0,Écuelles,,17 rue Georges-Villette,,IVR11_20127700672NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/504136800000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/504136800000000000000000_MEDIUM.jpg
IVR11_20127500431NUC4A,résidence d'étudiants dite Maison des étudiants de l'Asie du Sud-Est (ex-Maison de l'Indochine),"Schéma du jardin, avec liste des plantations ; Pierre Martin et Maurice Vieu, architectes, s.d. [vers 1928].",75.0,Paris,14e arrondissement,,,IVR11_20127500431NUC4A.jpg,2012.0,,,?,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5068c28f0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5068c28f0000000000000000_MEDIUM.jpg
IVR11_20127500539NUC4A,résidence d'étudiants dite Fondation des Etats-Unis,"Portrait du fondateur Homer Gage figurant dans la bibliotèque, à gauche de la cheminée (39 x 39, sans le cadre), s. n., s. d.",75.0,Paris 14e arrondissement,14e arrondissement,15 boulevard Jourdan,,IVR11_20127500539NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5068c2fb0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5068c2fb0000000000000000_MEDIUM.jpg
IVR11_20127500611NUC4A,meubles du grand salon : sièges et tables,Vue d'ensemble d'un des sièges.,75.0,Paris,14e arrondissement,Jourdan (boulevard) 59 A,,IVR11_20127500611NUC4A.jpg,2012.0,,,?,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5068c3430000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5068c3430000000000000000_MEDIUM.jpg
IVR11_20127501312NUC4A,,"Le contrecoeur de la cheminée de la ""Grande pièce à feu"" , daté par un cartouche de 1562. Hôtel Gaillard puis banque de France. Actuellement cité de l'économie et de la monnaie.",75.0,Paris,,général-Cartroux (place du) 1;Thann (rue de) 16;Georges Berger (rue) 11 bis-ter,,IVR11_20127501312NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5068c6000000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5068c6000000000000000000_MEDIUM.jpg
IVR11_20127501393NUC4A,ensemble de pièces murales : tenture dite de l'Afrique,,75.0,Paris 14e arrondissement,14e arrondissement,,,IVR11_20127501393NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5068c6510000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5068c6510000000000000000_MEDIUM.jpg
IVR11_20127501457NUC4A,résidence d'étudiants dite Maison du Brésil,"Chaise standard nº 305, 1950 : chaise en bois et structure en tôle. Production: Maison Steph Simon.",75.0,Paris,14e arrondissement,Jourdan (boulevard) 7 L,,IVR11_20127501457NUC4A.jpg,2012.0,,,?,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5068c6910000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5068c6910000000000000000_MEDIUM.jpg
IVR11_20127501480NUC4A,,Aqueduc Médicis,75.0,Paris,,,,IVR11_20127501480NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5068c6a80000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5068c6a80000000000000000_MEDIUM.jpg
IVR11_20139100351NUC4A,,"Patrimoine industriel et aménagement : les docks de Ris, 2013. Anciennement, docks des Alcools. Paysages industriels de l'Essonne",91.0,Ris-Orangis,,,,IVR11_20139100351NUC4A.jpg,2013.0,,paysage,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5180403f0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5180403f0000000000000000_MEDIUM.jpg
IVR11_20167700107NUC4A,,Récolte de pétales de coquelicots,77.0,Nemours,,,,IVR11_20167700107NUC4A.jpg,2016.0,,"chocolat,pétale",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57c753cb0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57c753cb0000000000000000_MEDIUM.jpg
IVR11_20167700271NUC4A,Manoir de La Forteresse à Thoury-Férottes,"Vue intérieure du logis, cheminée du salon. Manoir de La Forteresse à Thoury-Férottes",77.0,Thoury-Férottes,La Forteresse,,,IVR11_20167700271NUC4A.jpg,2016.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57c7546f0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/57c7546f0000000000000000_MEDIUM.jpg
IVR11_20087700495NUC4A,Vernou-La-Celle-sur-Seine - Centrale thermique EDF de Montereau,"Plaque ""Stein et Roubaix"" sur la chaudiere. Centrale thermique EDF de Montereau",77.0,Vernou-la-Celle-sur-Seine,,chemin du R.D. 39 ;  Port,,IVR11_20087700495NUC4A.jpg,2008.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/48bb164f0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/48bb164f0000000000000000_MEDIUM.jpg
IVR11_20197700940NUC4A,"Montereau-Fault-Yonne - Usine de gaz comprimé, centre emplisseur Butagaz (détruit après inventaire)",Vue intérieure de l'usine d'emplissage Butagaz. (réf. Département Seine-et-Marne : IVD77_2014_77_00269_NUCA),77.0,Montereau-Fault-Yonne,,9 rue de la Grande-Haie,,IVR11_20197700940NUC4A.jpg,2019.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d6af18c0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d6af18c0000000000000000_MEDIUM.jpg
IVR11_20227700294NUD,Montereau-Fault-Yonne - Corderie Canal,Plan fonctionnel de la corderie Canal.,77.0,Montereau-Fault-Yonne,,21-23 rue de la Pépinière-Royale,,IVR11_20227700294NUDA.jpg,2022.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/630fdb060000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/630fdb060000000000000000_MEDIUM.jpg
IVR11_20127700051NUC4A,"Montereau-Fault-Yonne - Usine de métallurgie Société des produits métalliques de Sens, puis usine de bonneterie Dupré-Bernier",,77.0,Montereau-Fault-Yonne,,24 rue de la Pépinière-Royale,,IVR11_20127700051NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/504134130000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/504134130000000000000000_MEDIUM.jpg
IVR11_20197701080NUC4A,Montereau-Fault-Yonne - Usine de céramique Baudelot (vestiges),"Mur de clôture, vestiges, briques estampillées. (réf. Département Seine-et-Marne : IVD77_2013_77_00157_NUCA)",77.0,Montereau-Fault-Yonne,,rue du Bateau,,IVR11_20197701080NUC4A.jpg,2019.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d6af2180000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d6af2180000000000000000_MEDIUM.jpg
IVR11_20127700476NUC2A,Montereau-Fault-Yonne - Silos à céréales de la Coopérative agricole de la région de Montereau,La Seine de Champagne-sur-Seine à Bray-sur-Seine,77.0,Montereau-Fault-Yonne,,14 route de Bray-sur-Seine,bateau de croisière,IVR11_20127700476NUC2A.JPG,2012.0,,"paysage,patrimoine industriel,Seine amont,Vallée de la Seine",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/504135bc0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/504135bc0000000000000000_MEDIUM.jpg
IVR11_20259100176NUC4A,,"24 rue Farnault, vue générale depuis le sud-est.",91.0,Milly-la-Forêt,,,,IVR11_20259100176NUC4A.jpg,2025.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/682731610000000000000049_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/682731610000000000000049_MEDIUM.jpg
IVR11_20097701783NUC4A,"Fontainebleau - usine de menuiserie Parchowski et Chemin, puis Parchowski frères, actuellement logement",Garage et atelier de transformation de l'usine de menuiserie Parchowski et Chemin.,77.0,Fontainebleau,,22 rue d' Avon,usine de menuiserie,IVR11_20097701783NUC4A.jpg,2009.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4a9c4ed70000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4a9c4ed70000000000000000_MEDIUM.jpg
IVR11_20097701345NUC4A,"Vulaines-sur-Seine - forge, puis usine de petite métallurgie Durand","Cisaille à main, Vernet.",77.0,Vulaines-sur-Seine,,23 voie de la Liberté,usine de petite métallurgie,IVR11_20097701345NUC4A.jpg,2009.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4a9c4d210000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4a9c4d210000000000000000_MEDIUM.jpg
IVR11_20209100318NUC4A,,Domaine de Courances,91.0,Courances,,,,IVR11_20209100318NUC4A.jpg,2020.0,,"jardin remarquable,Renaissance,jardin japonais",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5eab4b9e0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5eab4b9e0000000000000000_MEDIUM.jpg
IVR11_20239100197NUC4A,,Parc et jardins du Domaine de Courances,91.0,Courances,,,,IVR11_20239100197NUC4A.jpeg,2023.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/644ee5a50000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/644ee5a50000000000000000_MEDIUM.jpg
IVR11_20239100214NUC4A,,Parc et jardins du Domaine de Courances,91.0,Courances,,,,IVR11_20239100214NUC4A.jpeg,2023.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/644ee5b60000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/644ee5b60000000000000000_MEDIUM.jpg
IVR11_20097700043NUC4A,"Samois-sur-Seine - usine de serrurerie et de construction métallique Oudiou, puis Bataillès, actuellement atelier d'artiste","Villa des Fontaines-Dieu, travaux de serrurerie et construction métallique exécutés par l'entreprise Oudiou de 1896 à 1910.",77.0,Samois-sur-Seine,Bas-Samois,46 place de République,,IVR11_20097700043NUC4A.jpg,2009.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4a9c480b0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4a9c480b0000000000000000_MEDIUM.jpg
IVR11_20097700534NUC4A,"Samois-sur-Seine - usine de petite métallurgie (usine de pompes à essence) SEP, actuellement gymnase municipal et magasin industriel Wolters SA","Vue intérieure, salle de l'ancienne cabine de peinture donnant sur un espace de stockage, balance.",77.0,Samois-sur-Seine,,22 avenue de la Libération,,IVR11_20097700534NUC4A.jpg,2009.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4a9c49f60000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4a9c49f60000000000000000_MEDIUM.jpg
IVR11_20097700383NUC4A,Samois-sur-Seine - usine de construction mécanique (usine d'auto-tamponneuses et de manèges) Reverchon,Extensions accolées à la travée septentrionale des ateliers.,77.0,Samois-sur-Seine,La Mare Maguet,"121,123 route de Courbuisson",usine de construction mécanique,IVR11_20097700383NUC4A.jpg,2009.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4a9c495f0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4a9c495f0000000000000000_MEDIUM.jpg
IVR11_20119100287NUC4A,Regard photographique sur les paysages de Centre-Essonne.,Mérobert. Depuis le carrefour Route Neuve et rue de la Croix Boissée vers le village. Regard photographique sur les paysages de Centre-Essonne.,91.0,"Richarville,Mérobert,La Forêt-le-Roi,Dourdan,Chatignonville,Authon-la-Plaine,Roinville,Sermaise,Les Granges-le-Roi,Corbreuse,Angervilliers,Boissy-sous-Saint-Yon,Saint-Escobille,Breux-Jouy,Saint-Yon,Saint-Maurice-Montcouronne,Breuillet,Le Val-Saint-Germain,Saint-Sulpice-de-Favières,Saint-Chéron,Plessis-Saint-Benoist,Saint-Cyr-sous-Dourdan",,,paysage,IVR11_20119100287NUC4A.jpg,2011.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4dbc877f0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4dbc877f0000000000000000_MEDIUM.jpg
IVR11_20067700011XA,ville de Melun,"Vue ancienne de Melun, depuis l'est, détail de la ville : à droite, le quartier Saint-Aspais; à gauche, l'île Saint-Etienne. Huile sur toile, 17e siècle. (Musée municipal de Melun. inv. 121)",77.0,Melun,,,,IVR11_20067700011XA.jpg,2006.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/44f75beb0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/44f75beb0000000000000000_MEDIUM.jpg
IVR11_20067700582XA,ville de Melun,"Apollon tenant sa lyre, sur l'une des 4 faces du pilier découvert en 1864 en remploi dans le """"castrum"""" du Bas-Empire, près de l'ancien hôtel-Dieu Saint-Nicolas. (Musée municipal de Melun)",77.0,Melun,,,bas-relief,IVR11_20067700582XA.jpg,2006.0,,archéologie,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/44f75e260000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/44f75e260000000000000000_MEDIUM.jpg
IVR11_20077700179NUDA,l'habitat à Melun,Carte n°10 : les escaliers anciens (16e-18e siècles) repérés au cours de l'inventaire.,77.0,Melun,,,carte;escalier;carte,IVR11_20077700179NUDA.jpg,2007.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46d890130000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46d890130000000000000000_MEDIUM.jpg
IVR11_20077700200NUDA,l'habitat à Melun,"Carte n°3, partie nord : l'implantation du bâti par rapport à la rue.",77.0,Melun,,,carte;carte,IVR11_20077700200NUDA.jpg,2007.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46d890280000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46d890280000000000000000_MEDIUM.jpg
IVR11_20097700561NUC4A,"Blandy - ensemble d'industrie extractive de la Régie Autonome des Pétroles, puis Elf Aquitaine et Triton France, actuellement Geopetrol SA","Centre de production, cuves de décantation (T101 et T102).",77.0,Blandy (77),Prés Paquettes,R.D. 215,,IVR11_20097700561NUC4A_S--.jpg,2009.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4a9c4a110000000000000001_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4a9c4a110000000000000001_MEDIUM.jpg
