Immatriculation,Titre courant de l'œuvre,Légende,Département,Commune,Lieu-dit,Adresse,Sujet,Nom du fichier,Année de la photo,Catégorie,Mot-clé,Auteur doc. reproduit,url_photo_small,url_photo_medium
IVR11_20197701218NUC4A,Ferme de Villepècle,Les écuries : détail de deux portes. Ferme de Villepècle,77.0,Lieusaint,Villepècle,,écurie,IVR11_20197701218NUC4A.jpg,2019.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d6af2a20000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5d6af2a20000000000000000_MEDIUM.jpg
IVR11_20129100010NUC4A,cité La Grande Borne,Détail de l'idéogramme de la Grande borne sur les logements de la demi-lune. Cité La Grande Borne,91.0,"Viry-Châtillon,Grigny",,,,IVR11_20129100010NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f9f0b6a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f9f0b6a0000000000000000_MEDIUM.jpg
IVR11_20129100093NUC4A,cité La Grande Borne,Vue entre les bâtiments de la place de l'Eglise et la place du Miroir. Cité La Grande Borne,91.0,"Viry-Châtillon,Grigny",,,,IVR11_20129100093NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f9f0bbd0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f9f0bbd0000000000000000_MEDIUM.jpg
IVR11_20069101162XA,"rendez-vous de chasse dit Villa Kermina, actuellement sanatorium des Cheminots","Détail de la statue représentant une baigneuse. Rendez-vous de chasse dit Villa Kermina, actuellement sanatorium des Cheminots",91.0,Draveil,Champrosay,14 rue Alphonse-Daudet,,IVR11_20069101162XA.jpg,2006.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/445537ea0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/445537ea0000000000000000_MEDIUM.jpg
IVR11_20239100088NUC4A,,"Maison de villégiature Casteljad à Champrosay, Draveil.",91.0,Draveil,,,fabrique de jardin;maison,IVR11_20239100088NUC4A.jpg,2023.0,,"maison de notable,rocaille,maison de plaisance",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/644ee5380000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/644ee5380000000000000000_MEDIUM.jpg
IVR11_20239100117NUC4A,,"Maison de villégiature Casteljad à Champrosay, Draveil.",91.0,Draveil,,,fabrique de jardin;maison,IVR11_20239100117NUC4A.jpg,2023.0,,"maison de notable,rocaille,maison de plaisance",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/644ee5550000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/644ee5550000000000000000_MEDIUM.jpg
IVR11_20109200047NUC4A,Architectures de brique en Ile-de-France,"Sceaux, lycée Lakanal, 3-7 avenue du Président-Franklin-Roosevelt. Infirmerie : mur de liaison avec l'aile des cuisines. Architectures de brique en Ile-de-France",92.0,,,,lycée,IVR11_20109200047NUC4A.jpg,2010.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4bb3c60f0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4bb3c60f0000000000000000_MEDIUM.jpg
IVR11_20129400222NUC4A,Architectures de brique en Ile-de-France,Vue de la façade sur rue du corps central. Ecole primaire dite Groupe scolaire Paul-Bert,94.0,,,,école primaire,IVR11_20129400222NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f28734e0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f28734e0000000000000000_MEDIUM.jpg
IVR11_20129300054NUC4A,Architectures de brique en Ile-de-France,Vue perspective des façades en hémicycle. Dispensaire de la Croix-rouge,93.0,,,,dispensaire,IVR11_20129300054NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f4eae260000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f4eae260000000000000000_MEDIUM.jpg
IVR11_20129300105NUC4A,Architectures de brique en Ile-de-France,Détail de l'entrée du personnel de l'usine. Usine de construction mécanique La Polymécanique,93.0,,,,usine de construction mécanique,IVR11_20129300105NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f4eae590000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f4eae590000000000000000_MEDIUM.jpg
IVR11_20129200011NUC4A,Architectures de brique en Ile-de-France,"Boulogne-Billancourt, immeuble, 3 bis avenue Jean-Baptiste-Clément . Façade antérieure de l'immeuble sur l'avenue Jean-Baptiste-Clément. Architectures de brique en Ile-de-France",92.0,,,,immeuble,IVR11_20129200011NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f777e6b0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f777e6b0000000000000000_MEDIUM.jpg
IVR11_20129100203NUC4A,Architectures de brique en Ile-de-France,Vue extérieure. Cathédrale Notre-Dame de la Résurrection,91.0,,,,cathédrale,IVR11_20129100203NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f9f0c2b0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f9f0c2b0000000000000000_MEDIUM.jpg
IVR11_20079101252XA,grand ensemble dit de l'Orme des Mazières,Le centre commercial au pied d'un immeuble le long de la rue du Port-aux-Dames. Grand ensemble dit de l'Orme des Mazières,91.0,Draveil,,rue du Port-aux-Dames ;  rue Ferdinand-Buisson,,IVR11_20079101252XA.jpg,2007.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46366bc40000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46366bc40000000000000000_MEDIUM.jpg
IVR11_20089100282NUC4A,grand ensemble dit de l'Orme des Mazières,"Immeuble perpendiculaire à la rue du Port-aux-Dames, donnant sur la grande pelouse qui s'étend jusqu'aux anciennes fouilles.",91.0,Draveil,,rue du Port-aux-Dames ;  rue Ferdinand-Buisson,,IVR11_20089100282NUC4A-.jpg,2008.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4818ecfa0000000000000001_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4818ecfa0000000000000001_MEDIUM.jpg
IVR11_20237800364NUC4A,,Le château de La Boissière.,78.0,,,,,IVR11_20237800364NUC4A.jpg,2023.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/64c8304c0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/64c8304c0000000000000000_MEDIUM.jpg
IVR11_20237800373NUC4A,,Le château de La Boissière.,78.0,,,,,IVR11_20237800373NUC4A.jpg,2023.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/64c830550000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/64c830550000000000000000_MEDIUM.jpg
IVR11_20217700202NUC4A,,Vue intérieure de Notre-Dame de Rozay-en-Brie.,77.0,Rozay-en-Brie,,,,IVR11_20217700202NUC4A.jpg,2021.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/612ea72a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/612ea72a0000000000000000_MEDIUM.jpg
IVR11_20227700125NUC4A,,Château de la Plumasserie à Fontenay-Trésigny.,77.0,Fontenay-Trésigny,,,,IVR11_20227700125NUC4A.jpg,2022.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/630fda5d0000000000000001_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/630fda5d0000000000000001_MEDIUM.jpg
IVR11_20079100473XA,château de la Folie,"Ancien salon de jardin, accolé à la façade ouest des dépendances, et autrefois vitré. Château de la Folie",91.0,Draveil,Mainville,43 rue du Marais,,IVR11_20079100473XA.jpg,2007.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/463668b90000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/463668b90000000000000000_MEDIUM.jpg
IVR11_20079101281XA,grand ensemble dit le Domaine de Villiers,Façade antérieure et pignon de deux pavillons semi-individuels. Grand ensemble dit le Domaine de Villiers,91.0,Draveil,Villiers,avenue Henri-Barbusse ;  rue de Châtillon,cité,IVR11_20079101281XA.jpg,2007.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46366be10000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46366be10000000000000000_MEDIUM.jpg
IVR11_20069100406XA,"demeure dite propriété Chapuis, actuellement mairie","Détail d'un mascaron en agrafe au-dessus d'une baie du rez-de-chaussée (tête de femme). Demeure dite propriété Chapuis, actuellement mairie",91.0,Draveil,centre,97bis boulevard Henri-Barbusse,,IVR11_20069100406XA.jpg,2006.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/445534f60000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/445534f60000000000000000_MEDIUM.jpg
IVR11_20079101770XA,lotissement de la Villa-Draveil,"Vue d'ensemble de la maison, 57 bis avenue Libert. Lotissement de la Villa-Draveil",91.0,Draveil,Villa-Draveil,boulevard du Général-de-Gaulle ;  rue de Châtillon ;  quai des Dames,,IVR11_20079101770XA.jpg,2007.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46366dca0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/46366dca0000000000000000_MEDIUM.jpg
IVR11_20069100794XA,grand ensemble dit L'Orée de Sénart,Un des 4 immeubles R+8 en forme de barre : détail des balcons de la façade sur le parc. Grand ensemble dit L'Orée de Sénart,91.0,Draveil,Mainville,rue du Marais ;  rue Pierre-Brossolette,,IVR11_20069100794XA.jpg,2006.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4455367a0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4455367a0000000000000000_MEDIUM.jpg
IVR11_20069101231XA,"maison de villégiature, 45 rue Waldeck-Rousseau,","Façade sur le parc : détail de la terrasse prolongée par une véranda. Maison de villégiature, 45 rue Waldeck-Rousseau",91.0,Draveil,Mainville,45 rue Waldeck-Rousseau,,IVR11_20069101231XA.jpg,2006.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4455382f0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4455382f0000000000000000_MEDIUM.jpg
IVR11_20069101094XA,cité coopérative Paris-Jardins,"Maison, 3 rue du Rond-Point de la Lyre. Plaque de Pierre Prunet, architecte à Gentilly (15, rue Lafouge), apposée sur la maison. Cité coopérative Paris-Jardins",91.0,Draveil,centre,boulevard Henri-Barbusse,,IVR11_20069101094XA.jpg,2006.0,,Label Patrimoine d'Intérêt Régional,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/445537a60000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/445537a60000000000000000_MEDIUM.jpg
IVR11_20079100499XA,base régionale de loisirs du Port aux Cerises,Détail d'un des bâtiments situés près de l'entrée du port. Base régionale de loisirs du Port aux Cerises,91.0,Draveil,bords de Seine,,centre de loisirs,IVR11_20079100499XA.jpg,2007.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/463668d30000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/463668d30000000000000000_MEDIUM.jpg
IVR11_20139100104NUC4A,,Zone d'activités de la Vigne-aux-Loups. Chilly-Mazarin.,91.0,Chilly-Mazarin,Zone d'activités économiques de la Vigne-aux-Loups,,,IVR11_20139100104NUC4A.jpg,2013.0,,"paysage,paysage industriel",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/51803f480000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/51803f480000000000000000_MEDIUM.jpg
IVR11_20239400033NUC4A,Palais omnisports,Le palais omnisports de la ville de Thiais. Salle omnisports.,94.0,Thiais,,place Vincent-Van-Gogh,,IVR11_20239400033NUC4A.jpg,2023.0,,"salle polyvalente,palais omnisport,structure lamellé collé",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/63d99d910000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/63d99d910000000000000000_MEDIUM.jpg
IVR11_20089400034XE,les ports de l'OIN ORSA (Opération d'intérêt national Orly-Rungis-Seine-Amont),Vue d'ensemble du port d'Ivry. Port d'Ivry,94.0,,,,,IVR11_20089400034XE.jpg,2008.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/47a253120000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/47a253120000000000000000_MEDIUM.jpg
IVR11_20089400101NUC4A,les usines de l'OIN ORSA (Opération d'intérêt national Orly-Rungis-Seine-Amont),Vue générale d'un atelier. Usine Alkan,94.0,,,,,IVR11_20089400101NUC4A.jpg,2008.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/47a253550000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/47a253550000000000000000_MEDIUM.jpg
IVR11_20099400460NUC2A,les ponts et passerelles de l'OIN ORSA (Opération d'intérêt national Orly-Rungis-Seine-Amont),"Photographie, vers 1901. (Médiathèque de l'architecture et du patrimoine, archives photographiques. AP19LO1950)",94.0,,,,,IVR11_20099400460NUC2A.jpg,2009.0,,,"De Lestrange, Henri (photographe)",https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4984d9bc0000000000000001_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4984d9bc0000000000000001_MEDIUM.jpg
IVR11_20099400436NUC4A,l'habitat collectif de l'OIN ORSA (Opération d'intérêt national Orly-Rungis-Seine-Amont),"Vitry-sur-Seine, immeubles, rue Ambroise-Croizat. Vue d'ensemble. L'habitat collectif de l'OIN ORSA (Opération d'intérêt national Orly-Rungis-Seine-Amont)",94.0,,,,,IVR11_20099400436NUC4A.jpg,2009.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4984d9a40000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4984d9a40000000000000000_MEDIUM.jpg
IVR11_20099400711NUC4A,l'habitat collectif de l'OIN ORSA (Opération d'intérêt national Orly-Rungis-Seine-Amont),"Vitry-sur-Seine, cité, 25-29 rue Camille-Blanc. Détail des pilotis de cet ensemble résidentiel construit en 1967. L'habitat collectif de l'OIN ORSA (Opération d'intérêt national Orly-Rungis-Seine-Amont)",94.0,,,,,IVR11_20099400711NUC4A.jpg,2009.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4984dab70000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4984dab70000000000000000_MEDIUM.jpg
IVR11_20119400219NUC4A,l'habitat collectif de l'OIN ORSA (Opération d'intérêt national Orly-Rungis-Seine-Amont),"Thiais, maison de maître, 5 boulevard de Stalingrad. Vue d'ensemble. L'habitat collectif de l'OIN ORSA (Opération d'intérêt national Orly-Rungis-Seine-Amont)",94.0,,,,,IVR11_20119400219NUC4A.jpg,2011.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d473fcb0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d473fcb0000000000000000_MEDIUM.jpg
IVR11_20147800112NUC4A,quartier du Pont-du-Routoir,"En surface, le tracé des ouvrages de régulation créés pour le bassin du Château est parfaitement lisible. Quartier du Pont-du-Routoir",78.0,Guyancourt,"Le Pont-du-Routoir,Le Château",boulevard  Jean Jaurès ;  rue  de Dampierre ;  boulevard  du Château  ;  rue  Neil Armstrong ;  rue Youri Gagarine,,IVR11_20147800112NUC4A.jpg,2014.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/53dabcd00000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/53dabcd00000000000000000_MEDIUM.jpg
IVR11_20147800136NUC4A,Foyer-hôtel pour travailleurs célibataires et migrants du Pont-du-Routoir,Nature-morte aux théières sur les étagères de la cafétéria. Foyer-hôtel pour travailleurs célibataires et migrants du Pont-du-Routoir,78.0,Guyancourt,,47 route de Dampierre,,IVR11_20147800136NUC4A.jpg,2014.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/53dabce80000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/53dabce80000000000000000_MEDIUM.jpg
IVR11_20209200427NUC4A,Lycée Marie-Curie,Cité scolaire Marie Curie,92.0,Sceaux,,1 rue  Constant Pilate,,IVR11_20209200427NUC4A.jpg,2020.0,,Lycée Marie Curie,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e83bf0b0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e83bf0b0000000000000000_MEDIUM.jpg
IVR11_20209200429NUC4A,Lycée Marie-Curie,Cité scolaire Marie Curie,92.0,Sceaux,,1 rue  Constant Pilate,,IVR11_20209200429NUC4A.jpg,2020.0,,Lycée Marie Curie,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e83bf0d0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5e83bf0d0000000000000000_MEDIUM.jpg
IVR11_20119400267NUC2A,relief (décor d'élévation extérieure) : gaz de France,Ce revêtement mural en mosaïque et céramique fut conçu par Fernand léger en 1954 et réalisé après la mort de l' artiste ; la maquette est exposée au musée national Fernand léger à Biot (06).,94.0,Alfortville,,Alfortville (digue d') 2 ; Alfortville (quai),,IVR11_20119400267NUC2A.JPG,2011.0,,,?,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d473ffb0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4d473ffb0000000000000000_MEDIUM.jpg
IVR11_20219200412NUC4A,,"L'École d'ingénieurs EPF, anciennement École Polytechnique Féminine.",92.0,Sceaux,,,édifice d'enseignement supérieur,IVR11_20219200412NUC4A.jpg,2021.0,enseignement,École polytechnique féminine (EPF),,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6064f27c0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/6064f27c0000000000000000_MEDIUM.jpg
IVR11_20089400012XA,Briqueterie,,94.0,La Queue-en-Brie,,,,IVR11_20089400012XA.jpg,2008.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/47a252fc0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/47a252fc0000000000000000_MEDIUM.jpg
IVR11_20229400105NUC4A,,Le stade nautique Youri Gagarine.,94.0,Villejuif,,,,IVR11_20229400105NUC4A.jpg,2022.0,,stade nautique,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/61f86a590000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/61f86a590000000000000000_MEDIUM.jpg
IVR11_20229400110NUC4A,"Stade nautique, actuellement stade nautique Youri-Gagarine",Le stade nautique Youri Gagarine. Bassin olympique avec vue sur la couverture de la fosse à plonger.,94.0,Villejuif,,67 rue Youri-Gagarine,,IVR11_20229400110NUC4A.jpg,2022.0,,stade nautique,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/61f86a5e0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/61f86a5e0000000000000000_MEDIUM.jpg
IVR11_20229400113NUC4A,,Le stade nautique Youri Gagarine.,94.0,Villejuif,,,,IVR11_20229400113NUC4A.jpg,2022.0,,stade nautique,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/61f86a610000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/61f86a610000000000000000_MEDIUM.jpg
IVR11_20229400155NUC4A,"Stade nautique, actuellement stade nautique Youri-Gagarine",Le stade nautique Youri Gagarine.,94.0,Villejuif,,67 rue Youri-Gagarine,,IVR11_20229400155NUC4A.jpg,2022.0,,stade nautique,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/61f86a8b0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/61f86a8b0000000000000000_MEDIUM.jpg
IVR11_20129400099NUC4A,aqueduc Médicis,Vue sur la superposition des deux aqueducs à Arcueil-Cachan. Aqueduc Médicis,94.0,"Arcueil,Paris,Cachan,L'Haÿ-les-Roses,Fresnes (94),Gentilly,Rungis",,,,IVR11_20129400099NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f2872d30000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f2872d30000000000000000_MEDIUM.jpg
IVR11_20129400120NUC4A,aqueduc Médicis,"Banquettes de circulation aménagées dans la galerie amenant l'eau des sources dans le ""Carré des eaux"" à Rungis. Aqueduc Médicis",94.0,"Rungis,Paris,Arcueil,Cachan,L'Haÿ-les-Roses,Fresnes (94),Gentilly",,,,IVR11_20129400120NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f2872e80000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f2872e80000000000000000_MEDIUM.jpg
IVR11_20129400129NUC4A,aqueduc Médicis,Graffitis de nom et de date dans le regard II. Aqueduc Médicis,94.0,"Rungis,Paris,Arcueil,Cachan,L'Haÿ-les-Roses,Fresnes (94),Gentilly",,,,IVR11_20129400129NUC4A.jpg,2012.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f2872f10000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/4f2872f10000000000000000_MEDIUM.jpg
IVR11_20089300209NUC4A,,Décor de la tombe Louis Dory. Pleureuse s'appuyant sur la croix. Cimetière municipal,93.0,Romainville,,,,IVR11_20089300209NUC4A.jpg,2008.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/47c88f410000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/47c88f410000000000000000_MEDIUM.jpg
IVR11_20089300742NUC4A,,"Hall d'entrée de l'immeuble, 1902. Immeuble d'habitation",93.0,Pantin,,Salvador-Allende (place) 6,vestibule,IVR11_20089300742NUC4A.jpg,2008.0,,,,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/47c891560000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/47c891560000000000000000_MEDIUM.jpg
IVR11_20089200034NUC4A,distillerie Clacquesin,La distillerie Clacquesin.,92.0,Malakoff,,Maréchal-Leclerc (avenue du) 18,,IVR11_20089200034NUC4A.jpg,2008.0,,Le Clacquesin,?,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/47f15f020000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/47f15f020000000000000000_MEDIUM.jpg
IVR11_20089200060NUC4A,distillerie Clacquesin,La salle des cuves.,92.0,Malakoff,,Maréchal-Leclerc (avenue du) 18,,IVR11_20089200060NUC4A.jpg,2008.0,,Le Clacquesin,?,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/47f15f1c0000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/47f15f1c0000000000000000_MEDIUM.jpg
IVR11_20087800640NUC2A,"maison de notable dite Les Tilleuls, actuellement mairie",Vue d'ensemble du parc qui s'étend devant la maison. on aperçoit à droite le kiosque dont il reste le soubassement. Carte postale. (AD Yvelines).,78.0,Andrésy,,Noël-Marc (boulevard),,IVR11_20087800640NUC2A.jpg,2008.0,,,?,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/489238600000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/489238600000000000000000_MEDIUM.jpg
IVR11_20217700563NUC4A,,L'École des Ponts ParisTech.,77.0,Champs-sur-Marne,,,,IVR11_20217700563NUC4A.jpg,2021.0,,"établissement scientifique,École Nationale des Ponts et Chaussées (ENPC)",,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/612ea8930000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/612ea8930000000000000000_MEDIUM.jpg
IVR11_20207500824NUC4A,,École nationale supérieure de chimie de Paris - ChimieParisTech,75.0,Paris,,,édifice d'enseignement supérieur,IVR11_20207500824NUC4A.jpg,2020.0,enseignement,Ecole Nationale Supérieure de Chimie de Paris (ChimieParisTech),,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f7503180000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/5f7503180000000000000000_MEDIUM.jpg
IVR11_20147700289NUC2A,cathédrale Saint-Etienne,"Carte postale montrant l'autel sud à l'entrée du choeur, vers 1900. (AD Seine-et-Marne. 2 Fi 4598)",77.0,Meaux,,,,IVR11_20147700289NUC2A.jpg,2014.0,,,LL (éditeur de cartes postales),https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/54039c010000000000000000_SMALL.jpg,https://phototheque-patrimoine.iledefrance.fr/fs01/IEL01/355/f/54039c010000000000000000_MEDIUM.jpg
